Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,21H1,Pro,2021/08/10,19043.1165,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,21H1,Pro,2021/07/13,19043.111,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,21H1,Pro,2021/06/08,19043.1052,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2022/04/19,19042.1645,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2022/01/11,19042.1466,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/05/11,19041.985,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/05/11,19041.985,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/04/13,19041.928,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/04/13,19041.928,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/03/09,19041.867,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/03/09,19041.867,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/02/09,19041.804,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/02/09,19041.804,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/01/12,19041.746,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/01/12,19041.746,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2020/12/08,19041.685,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/12/08,19041.685,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2020/11/19,19041.631,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/11/10,19041.63,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/10/13,19041.572,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/09/08,19041.508,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/08/11,19041.45,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/07/14,19041.388,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/06/09,19041.329,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/05/27,19041.264,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2020/04/16,19041.208,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,21H2,Pro,2022/03/15,19041.1586,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,21H1,Pro,2022/03/15,19041.1586,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2022/03/15,19041.1586,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,21H2,Pro,2022/02/15,19041.1526,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,21H1,Pro,2022/02/15,19041.1526,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2022/02/15,19041.1526,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/12/14,19041.1415,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/11/09,19041.1348,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/11/09,19041.1348,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/10/12,19041.1288,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/10/12,19041.1288,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/09/14,19041.1237,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/09/14,19041.1237,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/08/10,19041.1165,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/08/10,19041.1165,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/07/13,19041.111,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/07/13,19041.111,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,20H2,Pro,2021/06/08,19041.1052,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,2004,Pro,2021/06/08,19041.1052,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/07/14,18363.959,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/06/09,18363.9,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/05/12,18363.836,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/04/14,18363.778,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/03/12,18363.72,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/02/11,18363.657,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/01/14,18363.592,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2019/12/10,18363.535,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2019/10/05,18363.418,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2021/06/08,18363.1621,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2021/05/11,18363.1556,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2021/04/13,18363.15,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2021/03/09,18363.144,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2021/02/11,18363.1379,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2021/01/12,18363.1316,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/12/08,18363.1256,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/11/10,18363.1198,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/10/13,18363.1139,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/09/08,18363.1082,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1909,Pro,2020/08/11,18363.1016,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1903,Pro,2020/07/14,18362.959,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1903,Pro,2020/05/12,18362.836,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1903,Pro,2020/03/12,18362.72,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
4,0,Information,Microsoft-Windows-ReFS/Operational,,,VolumeMount,Windows 10,1903,Pro,2020/02/11,18362.657,The ReFS volume has been successfully mounted.Volume GUID:{VolumeGuid}Volume Name:{VolumeName}Volume Label:{VolumeLabel}Device Name:{DeviceName},{VolumeGuid} | {VolumeName} | {VolumeLabel} | {DeviceName}
