Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2020/03/12,18362.72,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2019/03/29,18362.3,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1809,Pro,2020/01/14,17763.973,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1809,Pro,2019/12/10,17763.914,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1809,Pro,2019/11/12,17763.864,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1809,Pro,2019/10/08,17763.805,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1809,Pro,2019/09/10,17763.737,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
