Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
26,0,Information,System,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/10/18,19043.213,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/05/11,19041.985,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/04/13,19041.928,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/03/09,19041.867,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/10/13,19041.572,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/09/08,19041.508,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/08/11,19041.45,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/07/14,19041.388,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/06/09,19041.329,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/05/27,19041.264,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2020/04/16,19041.208,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/06/09,18363.9,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2020/03/12,18362.72,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2019/03/29,18362.3,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/01/14,17763.973,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/12/10,17763.914,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/11/12,17763.864,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/10/08,17763.805,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/09/10,17763.737,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/08/13,17763.678,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/07/09,17763.615,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/06/11,17763.557,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/05/19,17763.504,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/04/09,17763.437,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/03/12,17763.379,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2019/02/12,17763.316,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/01/08,17763.253,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2018/12/11,17763.194,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/04/14,17763.1158,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/03/12,17763.1098,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2018/11/13,17763.107,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1809,Pro,2020/02/11,17763.1039,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/08/13,17134.95,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/07/09,17134.885,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/06/11,17134.829,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/05/19,17134.766,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/04/09,17134.706,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/03/12,17134.648,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/01/08,17134.523,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2018/09/11,17134.285,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2018/08/14,17134.228,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2018/06/12,17134.112,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,2019/09/10,17134.1006,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1803,Pro,1970/01/01,17134.1,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1709,Pro,2017/11/14,16299.64,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1709,Pro,2017/11/14,16299.15,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1709,Pro,2017/12/12,16299.125,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1703,Pro,2017/07/11,15063.483,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1703,Pro,2017/06/13,15063.413,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1703,Pro,2017/03/20,15063.0,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1607,Pro,2016/11/08,14393.447,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2016,1607,Standard,2016/11/08,14393.447,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows Server 2016,1607,Standard,2016/10/12,14393.0,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1511,Pro,2016/03/08,10586.164,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1511,Enterprise,2016/02/09,10586.104,Application pop-up: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1511,Pro,1970/01/01,10586.0,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 10,1507,Pro,2015/07/29,10240.0,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 8.1,8.1,Pro,1970/01/01,9600.0,Application popup: {Caption} : {Message},{Caption} | {Message}
26,0,Information,System,,,,Windows 8,8,Pro,1970/01/01,9200.0,Application popup: {Caption} : {Message},{Caption} | {Message}
