Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Error,Operational,AJ,Error,AJ,Windows 11,22H2,Pro,2022/12/20,22621.963,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,22H2,Pro,2023/01/17,19045.2486,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,22H2,Pro,2022/12/20,19045.2364,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,22H2,Pro,2022/11/15,19045.2251,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2023/02/21,19044.2604,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2023/01/17,19044.2486,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/12/20,19044.2364,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/11/15,19044.2251,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/10/18,19044.213,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/09/20,19044.2006,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/08/16,19044.1889,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/07/19,19044.1826,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/06/21,19044.1766,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/05/17,19044.1706,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/04/19,19044.1645,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/01/11,19044.1466,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2021/10/12,19044.1288,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2021/04/13,19043.928,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/12/20,19043.2364,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/11/15,19043.2251,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/10/18,19043.213,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/09/20,19043.2006,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/08/16,19043.1889,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/07/19,19043.1826,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/06/21,19043.1766,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/05/17,19043.1706,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/04/19,19043.1645,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/01/11,19043.1466,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2021/12/14,19043.1415,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2021/12/14,19043.1415,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2021/11/09,19043.1348,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2021/10/12,19043.1288,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2021/09/14,19043.1237,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2021/08/10,19043.1165,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2021/07/13,19043.111,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2021/06/08,19043.1052,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2022/04/19,19042.1645,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2022/01/11,19042.1466,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/05/11,19041.985,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/05/11,19041.985,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/04/13,19041.928,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/04/13,19041.928,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/03/09,19041.867,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/03/09,19041.867,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/02/09,19041.804,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/02/09,19041.804,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/01/12,19041.746,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/01/12,19041.746,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/12/08,19041.685,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2020/12/08,19041.685,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2020/11/19,19041.631,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/11/10,19041.63,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/10/13,19041.572,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/09/08,19041.508,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/08/11,19041.45,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/07/14,19041.388,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/06/09,19041.329,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/05/27,19041.264,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2020/04/16,19041.208,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/03/15,19041.1586,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/03/15,19041.1586,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2022/03/15,19041.1586,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H2,Pro,2022/02/15,19041.1526,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,21H1,Pro,2022/02/15,19041.1526,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2022/02/15,19041.1526,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/12/14,19041.1415,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/11/09,19041.1348,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/11/09,19041.1348,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/10/12,19041.1288,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/10/12,19041.1288,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/09/14,19041.1237,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/09/14,19041.1237,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,2004,Pro,2021/08/10,19041.1165,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
1,0,Error,Operational,AJ,Error,AJ,Windows 10,20H2,Pro,2021/08/10,19041.1165,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
