Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2021/07/13,19043.111,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,20H2,Pro,2021/05/11,19041.985,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,2004,Pro,2021/05/11,19041.985,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,20H2,Pro,2021/04/13,19041.928,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,2004,Pro,2021/04/13,19041.928,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,20H2,Pro,2021/03/09,19041.867,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,2004,Pro,2021/03/09,19041.867,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,20H2,Pro,2021/02/09,19041.804,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,2004,Pro,2021/02/09,19041.804,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,20H2,Pro,2021/01/12,19041.746,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,2004,Pro,2021/01/12,19041.746,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
