Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1100,0,Error,Admin,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,22H2,Pro,2022/12/20,19045.2364,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,22H2,Pro,2022/11/15,19045.2251,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/12/20,19044.2364,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/12/20,19043.2364,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/11/15,19043.2251,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/10/18,19043.213,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/05/11,19041.985,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/04/13,19041.928,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/03/09,19041.867,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/02/09,19041.804,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/01/12,19041.746,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/12/08,19041.685,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/11/10,19041.63,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/10/13,19041.572,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/09/08,19041.508,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/08/11,19041.45,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/07/14,19041.388,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/06/09,19041.329,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/05/27,19041.264,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2020/04/16,19041.208,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/07/13,19041.111,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,1909,Pro,2020/07/14,18363.959,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,1909,Pro,2020/06/09,18363.9,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
1100,0,Error,Admin,,,,Windows 10,1909,Pro,2020/05/12,18363.836,TS RDPDR Device Redirection failed to initialize for a single user session {Param1}.  Serial; Parallel; Printer; and File System Redirection will be disabled.  Look in the System event log for other related errors.,{Param1}
