Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 11,22H2,Pro,2022/09/20,22621.382,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 11,21H2,Pro,2021/11/09,22000.318,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 11,21H2,Pro,2021/09/16,22000.194,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/09/20,19044.2006,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/08/16,19044.1889,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/07/19,19044.1826,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/06/21,19044.1766,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/05/17,19044.1706,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/04/19,19044.1645,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/01/11,19044.1466,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2021/10/12,19044.1288,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2021/04/13,19043.928,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/09/20,19043.2006,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/08/16,19043.1889,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/07/19,19043.1826,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/06/21,19043.1766,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/05/17,19043.1706,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/04/19,19043.1645,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/01/11,19043.1466,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2021/12/14,19043.1415,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2021/12/14,19043.1415,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2021/11/09,19043.1348,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2021/10/12,19043.1288,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2021/09/14,19043.1237,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2021/08/10,19043.1165,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2021/07/13,19043.111,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2021/06/08,19043.1052,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2022/04/19,19042.1645,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2022/01/11,19042.1466,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/05/11,19041.985,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/05/11,19041.985,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/04/13,19041.928,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/04/13,19041.928,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/03/09,19041.867,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/03/09,19041.867,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/02/09,19041.804,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/02/09,19041.804,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/01/12,19041.746,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/01/12,19041.746,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2020/12/08,19041.685,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/12/08,19041.685,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2020/11/19,19041.631,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/11/10,19041.63,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/10/13,19041.572,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/09/08,19041.508,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/08/11,19041.45,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/07/14,19041.388,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/06/09,19041.329,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/05/27,19041.264,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2020/04/16,19041.208,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2022/03/15,19041.1586,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/03/15,19041.1586,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/03/15,19041.1586,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2022/02/15,19041.1526,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H1,Pro,2022/02/15,19041.1526,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,21H2,Pro,2022/02/15,19041.1526,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/12/14,19041.1415,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/11/09,19041.1348,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/11/09,19041.1348,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/10/12,19041.1288,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/10/12,19041.1288,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/09/14,19041.1237,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/09/14,19041.1237,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/08/10,19041.1165,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/08/10,19041.1165,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/07/13,19041.111,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/07/13,19041.111,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,20H2,Pro,2021/06/08,19041.1052,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,2004,Pro,2021/06/08,19041.1052,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2020/07/14,18363.959,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2020/06/09,18363.9,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2020/05/12,18363.836,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2020/04/14,18363.778,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2020/03/12,18363.72,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2020/02/11,18363.657,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2020/01/14,18363.592,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2019/12/10,18363.535,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
15,1,Information,Debug,SebEvent,Create,Trace SEB Event,Windows 10,1909,Pro,2019/10/05,18363.418,SystemEventsBroker CreateEvent called for Event ID {BrokeredEventId}; UserSID: {UserSID} with Event Type {EventType},{BrokeredEventId} | {UserSID} | {EventType}
