Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2020/02/11,18362.657,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2019/12/10,18362.1016,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2020/09/08,18362.1082,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2019/03/29,18362.30,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2020/11/10,18362.1198,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1511,Enterprise,2016/02/09,10586.104,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1511,Pro,2016/03/08,10586.164,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1511,Pro,1970/01/01,10586.0,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1507,Pro,2015/07/29,10240,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,21H2,Pro,2022/04/19,19044.1645,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,21H2,Pro,2022/01/11,19044.1466,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,21H2,Pro,2021/12/14,19043.1415,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,21H2,Pro,2021/10/12,19044.1288,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,21H2,Pro,2022/02/15,19041.1526,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,21H2,Pro,2022/03/15,19041.1586,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,21H2,Pro,2022/05/17,19044.1706,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2018/12/11,17763.194,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2019/11/12,17763.864,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/03/12,17763.1098,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2019/05/19,17763.504,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/07/14,17763.1339,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2019/08/13,17763.678,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/10/13,17763.1518,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2019/10/08,17763.805,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2019/12/10,17763.914,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2019/07/09,17763.615,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2019/04/09,17763.437,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/01/14,17763.973,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/05/12,17763.1217,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/04/14,17763.1158,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/08/11,17763.1397,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/11/10,17763.1577,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/09/08,17763.1457,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/06/09,17763.1282,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2020/02/11,17763.1039,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2018/11/13,17763.107,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1809,Pro,2019/02/12,17763.316,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
