Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/05/11,19041.985,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/04/13,19041.928,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/03/09,19041.867,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/02/09,19041.804,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/01/12,19041.746,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/12/08,19041.685,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/11/10,19041.63,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/10/13,19041.572,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/09/08,19041.508,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/08/11,19041.45,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/07/14,19041.388,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/06/09,19041.329,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/05/27,19041.264,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2020/04/16,19041.208,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/07/13,19041.111,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/07/14,18363.959,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/06/09,18363.9,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/05/12,18363.836,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/04/14,18363.778,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/03/12,18363.72,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/02/11,18363.657,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/01/14,18363.592,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2019/12/10,18363.535,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2019/10/05,18363.418,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2021/04/13,18363.15,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2021/03/09,18363.144,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2020/07/14,18362.959,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2020/05/12,18362.836,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2020/03/12,18362.72,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2020/02/11,18362.657,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2019/12/10,18362.535,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2019/11/12,18362.476,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2019/09/10,18362.356,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2019/03/29,18362.3,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2019/07/09,18362.239,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2019/06/11,18362.175,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1809,Pro,2020/01/14,17763.973,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
1000,0,Information,Microsoft-Windows-TerminalServices-RdpSoundDriver/Playback,Settings Check,,,Windows 10,1809,Pro,2019/12/10,17763.914,Server version: {UInt32_1}Client version: {UInt32_2},{UInt32_1} | {UInt32_2}
